ㄱㅏ	ka̠
ㄱㅏㄱㅜㅈㅏㅇㅇㅣ	ka̠ɡud͡ʑa̠ŋi
ㄱㅏㄱㅜㅈㅓㅁ	ka̠ɡud͡ʑʌ̹m
ㄱㅏㄱㅜㄹㄱㅏㄱㅜㄹ	ka̠ɡuɭɡa̠ɡuɭ
ㄱㅏㄱㅜㄹㄱㅏㄱㅜㄹㅎㅏㄷㅏ	ka̠ɡuɭɡa̠ɡuɾɦa̠da̠
ㄱㅏㄱㅝㄴ	ka̠ɡwʌ̹n
ㄱㅏㄱㅠ	ka̠ɡju
ㄱㅏㄱㅡㄹㅏㅇㅂㅣ	ka̠ɡɯɾa̠ŋbi
ㄱㅏㄱㅡㄱ	ka̠ɡɯk̚
ㄱㅏㄱㅡㄱㅁㅜㄹ	ka̠ɡɯŋmuɭ
ㄱㅏㄱㅡㅂ	ka̠ɡɯp̚
ㄱㅏㄱㅡㅂㄱㅡㅁ	ka̠ɡɯp̚k͈ɯm
ㄱㅏㄱㅡㅂㅇㅣㄴㅈㅗㄱ	ka̠ɡɯbind͡ʑo̞k̚
ㄱㅏㄱㅡㅂㅇㅣㄴㅈㅗㄱㅎㅏㄷㅏ	ˈka̠ːɡɯbind͡ʑo̞kʰa̠da̠
ㄱㅏㄱㅡㅂㅈㅓㄱ	ka̠ɡɯp̚t͡ɕ͈ʌ̹k̚
ㄱㅏㄱㅡㅂㅎㅏㄷㅏ	ka̠ɡɯpʰa̠da̠
ㄱㅏㄱㅡㅇ	ka̠ɡɯŋ
ㄱㅏㄱㅡㅇㅎㅏㄷㅏ	ka̠ɡɯŋɦa̠da̠
ㄱㅏㄱㅣ	ka̠ɡi
ㄱㅏㄱㅣㅎㅏㄷㅏ	ka̠ɡiɦa̠da̠
ㄱㅏㄲㅏㅅㅡㄹㅗ	ka̠k͈a̠sʰɯɾo̞
ㄱㅏㄲㅏㅇㅜㄴㅈㅓㅁㅎㅏㄴㅎㅐ	ka̠k͈a̠und͡ʑʌ̹mɦa̠nɦɛ̝
ㄱㅏㄲㅏㅇㅝㅈㅣㄷㅏ	ka̠k͈a̠wʌ̹d͡ʑida̠
ㄱㅏㄲㅏㅇㅣ	ka̠k͈a̠i
ㄱㅏㄲㅏㅇㅣㅎㅏㄷㅏ	ka̠k͈a̠iɦa̠da̠
ㄱㅏㄲㅏㅂㄷㅏ	ka̠k͈a̠p̚t͈a̠
ㄱㅏㅋㅔㅇㅜㄷㅗㅇ	ka̠kʰe̞udo̞ŋ
ㄱㅏㄲㅜㄷㅏ	ka̠k͈uda̠
ㄱㅏㄲㅜㄹㅓㄸㅡㄹㅣㄷㅏ	ka̠k͈uɾʌ̹t͈ɯɾida̠
ㄱㅏㄲㅜㄹㅓㅈㅣㄷㅏ	ka̠k͈uɾʌ̹d͡ʑida̠
ㄱㅏㄲㅜㄹㅓㅌㅡㄹㅣㄷㅏ	ka̠k͈uɾʌ̹tʰɯɾida̠
ㄱㅏㄲㅜㄹㅗ	ka̠k͈uɾo̞
ㄱㅏㄲㅜㅇㅓㅈㅣㄷㅏ	ka̠k͈uʌ̹d͡ʑida̠
ㄱㅏㄲㅝㅈㅣㄷㅏ	ka̠k͈wʌ̹d͡ʑida̠
ㄱㅏㄲㅡㅁ	ka̠k͈ɯm
ㄱㅏㄲㅡㅁㄱㅏㄷㅏ	ka̠k͈ɯmɡa̠da̠
ㄱㅏㄲㅡㅁㄱㅏㄷㅏㄱㅏ	ka̠k͈ɯmɡa̠da̠ɡa̠
ㄱㅏㄴㅏ	ka̠na̠
ㄱㅏㄴㅏㄷㅏ	ka̠na̠da̠
ㄱㅏㄴㅏㄷㅏㄹㅏ	ka̠na̠da̠ɾa̠
ㄱㅏㄴㅏㄷㅏㅅㅜㄴ	ka̠na̠da̠sʰun
ㄱㅏㄴㅏㄷㅏㅊㅏㄹㅖ	ka̠na̠da̠t͡ɕʰa̠ɾje̞
ㄱㅏㄴㅏㄴ	ka̠na̠n
ㄱㅏㄴㅏㄴㅂㅐㅇㅇㅣ	ka̠na̠nbɛ̝ŋi
ㄱㅏㄴㅏㄴㅇㅣ ㅈㅚ	ka̠na̠ni t͡ɕø̞
ㄱㅏㄴㅏㄴㅎㅏㄷㅏ	ka̠na̠nɦa̠da̠
ㄱㅏㄴㅏㄴㅎㅣ	ka̠na̠nʝi
ㄱㅏㄴㅏㅂ	ka̠na̠p̚
ㄱㅏㄴㅏㅂㅅㅏㄴㅣ	ka̠na̠ps͈a̠ni
ㄱㅏㄴㅐ	ka̠nɛ̝
ㄱㅏㄴㅐㄱㅗㅇㅇㅓㅂ	ka̠nɛ̝ɡo̞ŋʌ̹p̚
ㄱㅏㄴㅑㄱㅟ	ka̠ɲja̠ɡɥi
ㄱㅏㄴㅑㄹㅍㅡㄷㅏ	ka̠ɲja̠ɭpʰɯda̠
ㄱㅏㄴㅑㄹㅍㅡㄴ	ka̠ɲja̠ɭpʰɯn
ㄱㅏㄴㅑㄹㅍㅡㅁ	ka̠ɲja̠ɭpʰɯm
ㄱㅏㄴㅕㄹㅣㄷㅏ	ka̠ɲjʌ̹ɾida̠
ㄱㅏㄴㅕㄴ	ka̠ɲjʌ̹n
ㄱㅏㄴㅕㄴㅅㅡㄹㅓㅂㄷㅏ	ka̠ɲjʌ̹nsʰɯɾʌ̹p̚t͈a̠
ㄱㅏㄴㅕㄴㅅㅡㄹㅔ	ka̠ɲjʌ̹nsʰɯɾe̞
ㄱㅏㄴㅕㅁ	ka̠ɲjʌ̹m
ㄱㅏㄴㅕㅁㅎㅏㄷㅏ	ka̠ɲjʌ̹mɦa̠da̠
ㄱㅏㄴㅗ	ka̠no̞
ㄱㅏㄴㅜㄷㅏ	ka̠nuda̠
ㄱㅏㄴㅡㄷㅏㄹㅏㅎㄷㅏ	ka̠nɯda̠ɾa̠tʰa̠
ㄱㅏㄴㅡㄷㅏㄹㅐㅈㅣㄷㅏ	ka̠nɯda̠ɾɛ̝d͡ʑida̠
ㄱㅏㄴㅡㅅㅡㄹㅡㅁㅎㅏㄷㅏ	ka̠nɯsʰɯɾɯmɦa̠da̠
ㄱㅏㄴㅡㄴ	ka̠nɯn
ㄱㅏㄴㅡㄴㄱㅏㄹㅋㅟ	ka̠nɯnɡa̠ɭkʰɥi
ㄱㅏㄴㅡㄴㄱㅏㄹㅋㅟㄴㅏㅁㅜㄹ	ka̠nɯnɡa̠ɭkʰɥina̠muɭ
ㄱㅏㄴㅡㄴㄱㅟ	ka̠nɯnɡɥi
ㄱㅏㄴㅡㄴㄱㅟㅁㅓㄱㄷㅏ	ka̠nɯnɡɥimʌ̹k̚t͈a̠
ㄱㅏㄴㅡㄴㄷㅏㅅㅣㅁㅏ	ka̠nɯnda̠ɕʰima̠
ㄱㅏㄴㅡㄴㄷㅐ	ka̠nɯndɛ̝
ㄱㅏㄴㅡㄴㄷㅔㅅㅡㅁㅣㅇㅏ	ka̠nɯnde̞sʰɯmia̠
ㄱㅏㄴㅡㄴㅁㅏㄷㅣㄲㅗㅊ	ka̠nɯnma̠dik͈o̞t̚
ㄱㅏㄴㅡㄴㅁㅏㄹㄱㅜㄹㄹㅔ	ka̠nɯnma̠ɭɡuɭɭe̞
ㄱㅏㄴㅡㄴㅁㅏㄹㄱㅜㄹㄹㅔㅍㅜㄹ	ka̠nɯnma̠ɭɡuɭɭe̞pʰuɭ
ㄱㅏㄴㅡㄴㅂㅏㄹㅏㅁ	ka̠nɯnba̠ɾa̠m
ㄱㅏㄴㅡㄴㅂㅗㄹㅏㅅㅐㄱㅇㅜㅁㅜ	ka̠nɯnbo̞ɾa̠sʰɛ̝ɡumu
ㄱㅏㄴㅡㄴㅆㅜㄱㅂㅜㅈㅐㅇㅇㅣ	ka̠nɯns͈uk̚p͈ud͡ʑɛ̝ŋi
ㄱㅏㄴㅡㄴㅇㅣㅍㅂㅓㅈㄴㅏㅁㅜ	ka̠nɯnip̚p͈ʌ̹nna̠mu
ㄱㅏㄴㅡㄹㄷㅏ	ka̠nɯɭda̠
ㄱㅏㄴㅡㄹㄹㅏ	ka̠nɯɭɭa̠
ㄱㅏㄴㅡㄹㅇㅓㅈㅣㄷㅏ	ka̠nɯɾʌ̹d͡ʑida̠
ㄱㅏㄴㅡㄻ	ka̠nɯm
ㄱㅏㄴㅡㅁ	ka̠nɯm
ㄱㅏㄴㅡㅁㄷㅚㄷㅏ	ka̠nɯmdø̞da̠
ㄱㅏㄴㅡㅁㅂㅏㄴㅡㄹ	ka̠nɯmba̠nɯɭ
ㄱㅏㄴㅡㅁㅇㅜㄴㄷㅗㅇ	ka̠nɯmundo̞ŋ
ㄱㅏㄴㅡㅁㅈㅏ	ka̠nɯmd͡ʑa̠
ㄱㅏㄴㅡㅁㅎㅏㄷㅏ	ka̠nɯmɦa̠da̠
ㄱㅏㄴㅡㅇ	ka̠nɯŋ
ㄱㅏㄴㅡㅇㅂㅏㄹㅏㅁ	ka̠nɯŋba̠ɾa̠m
ㄱㅏㄴㅡㅇㅂㅗㅈㅗㅇㅓㄱㅏㄴ	ka̠nɯŋbo̞d͡ʑo̞ʌ̹ɡa̠n
ㄱㅏㄴㅡㅇㅅㅓㅇ	ka̠nɯŋsʰʌ̹ŋ
ㄱㅏㄴㅡㅇㅇㅐㄱ	ka̠nɯŋɛ̝k̚
ㄱㅏㄴㅡㅇㅎㅏㄷㅏ	ka̠nɯŋɦa̠da̠
ㄱㅏㄴㅡㅇㅎㅐㅈㅣㄷㅏ	ka̠nɯŋɦɛ̝d͡ʑida̠
ㄱㅏㄴㅣㄹ	ka̠niɭ
ㄱㅏㄴㅣㄹㄱㅏㄴㅣㄹ	ka̠niɭɡa̠niɭ
ㄱㅏㄴㅣㄹㄱㅏㄴㅣㄹㅎㅏㄷㅏ	ka̠niɭɡa̠niɾɦa̠da̠
ㄱㅏㄴㅣㄹㄱㅓㄹㅣㄷㅏ	ka̠niɭɡʌ̹ɾida̠
ㄱㅏㄴㅣㄹㄷㅐㄷㅏ	ka̠niɭdɛ̝da̠
ㄱㅏㄷㅏ	ka̠da̠
ㄱㅏㄷㅏㄱㅏ	ka̠da̠ɡa̠
ㄱㅏㅌㅏㅋㅜㄹㅣ	ka̠tʰa̠kʰuɾi
ㄱㅏㄷㅏㄷㅡㅁㄷㅏ	ka̠da̠dɯmda̠
ㄱㅏㄷㅏㄷㅡㅁㅇㅓㅈㅣㄷㅏ	ka̠da̠dɯmʌ̹d͡ʑida̠
ㄱㅏㅌㅏㅁㅏㄹㅣ	ka̠tʰa̠ma̠ɾi
ㄱㅏㅌㅏㅁㅏㅇㅔ	ka̠tʰa̠ma̠e̞
ㄱㅏㅌㅏㅁㅏㅇㅔ	ka̠tʰa̠ma̠e̞
ㄱㅏㅌㅏㅇㅘㅋㅜ	ka̠tʰa̠wa̠kʰu
ㄱㅏㄷㅏㄱ	ka̠da̠k̚
ㄱㅏㄷㅏㄱㄱㅏㄷㅏㄱ	ka̠da̠k̚k͈a̠da̠k̚
ㄱㅏㄷㅏㄱㄱㅏㄷㅏㄱㅇㅣ	ka̠da̠k̚k͈a̠da̠ɡi
ㄱㅏㄷㅏㄱㄱㅏㄷㅏㄱㅎㅏㄷㅏ	ka̠da̠k̚k͈a̠da̠kʰa̠da̠
ㄱㅏㄷㅏㅁ	ka̠da̠m
ㄱㅏㄷㅏㅁㄱㅏㄷㅏㅁ	ka̠da̠mɡa̠da̠m
ㄱㅏㄷㅏㅁㅈㅏ	ka̠da̠md͡ʑa̠
ㄱㅏㄷㅏㅁㅎㅏㄷㅏ	ka̠da̠mɦa̠da̠
ㄱㅏㄷㅏㅇ	ka̠da̠ŋ
ㄱㅏㄷㅏㅇㅊㅏㄶㄷㅏ	ka̠da̠ŋt͡ɕʰa̠ntʰa̠
ㄱㅏㄷㅏㅇㅎㅏㄷㅏ	ka̠da̠ŋɦa̠da̠
ㄱㅏㄷㅏㅎㄷㅏ	ka̠da̠tʰa̠
ㄱㅏㄷㅐ	ka̠dɛ̝
ㄱㅏㄷㅐㄱㅣㄲㅜㄴ	ka̠dɛ̝ɡik͈un
ㄱㅏㄷㅐㅇㅣㄴ	ka̠dɛ̝in
ㄱㅏㄷㅐㄱㅈㅣㄹ	ka̠dɛ̝k̚t͡ɕ͈iɭ
ㄱㅏㄷㅓㄱㄷㅐㅂㅜ	ka̠dʌ̹k̚t͈ɛ̝bu
ㄱㅏㄷㅗ	ka̠do̞
ㄱㅏㄷㅗㅅㅏㄱㅓㄴ	ka̠do̞sʰa̠ɡʌ̹n
ㄱㅏㄷㅗㄱㅅㅓㅇ	ka̠do̞ks͈ʌ̹ŋ
ㄱㅏㄷㅗㄹㄹㅣㄴㅠㅁ	ka̠do̞ɭʎiɲjum
ㄱㅏㄷㅗㅇ	ka̠do̞ŋ
ㄱㅏㄷㅗㅇㄱㅏㄷㅗㅇ	ka̠do̞ŋɡa̠do̞ŋ
ㄱㅏㄷㅗㅇㄱㅏㄷㅗㅇㅎㅏㄷㅏ	ka̠do̞ŋɡa̠do̞ŋɦa̠da̠
ㄱㅏㄷㅗㅇㄱㅓㄹㅣㄷㅏ	ka̠do̞ŋɡʌ̹ɾida̠
ㄱㅏㄷㅗㅇㄷㅐㄷㅏ	ka̠do̞ŋdɛ̝da̠
ㄱㅏㄷㅗㅇㄷㅚㄷㅏ	ka̠do̞ŋdø̞da̠
ㄱㅏㄷㅗㅇㄹㅠㄹ	ka̠do̞ŋɲjuɭ
ㄱㅏㄷㅗㅇㅅㅓㅇ	ka̠do̞ŋsʰʌ̹ŋ
ㄱㅏㄷㅗㅇㅅㅣㅋㅣㄷㅏ	ka̠do̞ŋɕʰikçida̠
ㄱㅏㄷㅗㅇㅈㅣㄹ	ka̠do̞ŋd͡ʑiɭ
ㄱㅏㄷㅗㅇㅎㅏㄷㅏ	ka̠do̞ŋɦa̠da̠
ㄱㅏㄷㅜ	ka̠du
ㄱㅏㄷㅜㄱㅡㄱㅈㅏㅇ	ka̠duɡɯk̚t͡ɕ͈a̠ŋ
ㄱㅏㄷㅜㄱㅣ	ka̠duɡi
ㄱㅏㄷㅜㄴㅕㅅㅓㅇ	ka̠duɲjʌ̹sʰʌ̹ŋ
ㄱㅏㄷㅜㄷㅏ	ka̠duda̠
ㄱㅏㄷㅜㄷㅔㅁㅗ	ka̠dude̞mo̞
ㄱㅏㄷㅜㄹㅣ	ka̠duɾi
ㄱㅏㄷㅜㅂㅐㅊㅜ	ka̠dubɛ̝t͡ɕʰu
ㄱㅏㄷㅜㅇㅓㅈㅣㄷㅏ	ka̠duʌ̹d͡ʑida̠
ㄱㅏㄷㅜㅇ	ka̠duŋ
ㄱㅏㄷㅜㅇㄱㅏㄷㅜㅇ	ka̠duŋɡa̠duŋ
ㄱㅏㄷㅜㅇㄱㅏㄷㅜㅇㅎㅏㄷㅏ	ka̠duŋɡa̠duŋɦa̠da̠
ㄱㅏㄷㅜㅇㄱㅓㄹㅣㄷㅏ	ka̠duŋɡʌ̹ɾida̠
ㄱㅏㄷㅜㅇㄷㅐㄷㅏ	ka̠duŋdɛ̝da̠
ㄱㅏㄷㅡ	ka̠dɯ
ㄱㅏㄷㅡㄹㅏㄱ	ka̠dɯɾa̠k̚
ㄱㅏㄷㅡㄹㅏㄱㄱㅏㄷㅡㄹㅏㄱ	ka̠dɯɾa̠k̚k͈a̠dɯɾa̠k̚
ㄱㅏㄷㅡㄹㅏㄱㄱㅏㄷㅡㄹㅏㄱㅎㅏㄷㅏ	ka̠dɯɾa̠k̚k͈a̠dɯɾa̠kʰa̠da̠
ㄱㅏㄷㅡㄹㅏㄱㄱㅓㄹㅣㄷㅏ	ka̠dɯɾa̠k̚k͈ʌ̹ɾida̠
ㄱㅏㄷㅡㄹㅏㄱㄷㅐㄷㅏ	ka̠dɯɾa̠k̚t͈ɛ̝da̠
ㄱㅏㄷㅡㄹㅔㅇㅣㄹ	ka̠dɯɾe̞iɭ
ㄱㅏㄷㅡㄱ	ka̠dɯk̚
ㄱㅏㄷㅡㄱㄱㅏㄷㅡㄱ	ka̠dɯk̚k͈a̠dɯk̚
ㄱㅏㄷㅡㄱㄱㅏㄷㅡㄱㅎㅏㄷㅏ	ka̠dɯk̚k͈a̠dɯkʰa̠da̠
ㄱㅏㄷㅡㄱㄱㅏㄷㅡㄱㅎㅣ	ka̠dɯk̚k͈a̠dɯkçi
ㄱㅏㄷㅡㄱㅎㅏㄷㅏ	ka̠dɯkʰa̠da̠
ㄱㅏㄷㅡㄱㅎㅣ	ka̠dɯkçi
ㄱㅏㄷㅡㄴ	ka̠dɯn
ㄱㅏㄷㅡㄴㄱㅏㄷㅡㄴ	ka̠dɯnɡa̠dɯn
ㄱㅏㄷㅡㄴㄱㅏㄷㅡㄴㅎㅏㄷㅏ	ka̠dɯnɡa̠dɯnɦa̠da̠
ㄱㅏㄷㅡㄴㄱㅏㄷㅡㄴㅎㅣ	ka̠dɯnɡa̠dɯnʝi
ㄱㅏㄷㅡㄴㄱㅡㄸㅡㄹㅣㄷㅏ	ka̠dɯnɡɯt͈ɯɾida̠
ㄱㅏㄷㅡㄴㄱㅡㄹㅣㄷㅏ	ka̠dɯnɡɯɾida̠
ㄱㅏㄷㅡㄴㄱㅡㅌㅡㄹㅣㄷㅏ	ka̠dɯnɡɯtʰɯɾida̠
ㄱㅏㄷㅡㄴㅎㅏㄷㅏ	ka̠dɯnɦa̠da̠
ㄱㅏㄷㅡㄴㅎㅣ	ka̠dɯnʝi
ㄱㅏㄷㅡㄹ	ka̠dɯɭ
ㄱㅏㄷㅡㄹㄱㅏㄷㅡㄹ	ka̠dɯɭɡa̠dɯɭ
ㄱㅏㄷㅡㄹㄱㅏㄷㅡㄹㅎㅏㄷㅏ	ka̠dɯɭɡa̠dɯɾɦa̠da̠
ㄱㅏㄷㅡㄹㄱㅓㄹㅣㄷㅏ	ka̠dɯɭɡʌ̹ɾida̠
ㄱㅏㄷㅡㄹㄷㅐㄷㅏ	ka̠dɯɭdɛ̝da̠
ㄱㅏㄷㅡㄹㄹㅏㅇㄱㅏㄷㅡㄹㄹㅏㅇ	ka̠dɯɭɭa̠ŋɡa̠dɯɭɭa̠ŋ
ㄱㅏㄷㅡㄹㄹㅏㅇㄱㅏㄷㅡㄹㄹㅏㅇㅎㅏㄷㅏ	ka̠dɯɭɭa̠ŋɡa̠dɯɭɭa̠ŋɦa̠da̠
ㄱㅏㄷㅡㄹㄹㅏㅇㄱㅓㄹㅣㄷㅏ	ka̠dɯɭɭa̠ŋɡʌ̹ɾida̠
ㄱㅏㄷㅡㄹㄹㅏㅇㄷㅐㄷㅏ	ka̠dɯɭɭa̠ŋdɛ̝da̠
ㄱㅏㄷㅡㄹㅁㅏㄱ	ka̠dɯɭma̠k̚
ㄱㅏㄷㅡㄹㅁㅏㄱㄱㅏㄷㅡㄹㅁㅏㄱ	ka̠dɯɭma̠k̚k͈a̠dɯɭma̠k̚
ㄱㅏㄷㅡㄹㅁㅏㄱㄱㅏㄷㅡㄹㅁㅏㄱㅎㅏㄷㅏ	ka̠dɯɭma̠k̚k͈a̠dɯɭma̠kʰa̠da̠
ㄱㅏㄷㅡㄹㅁㅏㄱㄱㅓㄹㅣㄷㅏ	ka̠dɯɭma̠k̚k͈ʌ̹ɾida̠
ㄱㅏㄷㅡㄹㅁㅏㄱㄷㅐㄷㅏ	ka̠dɯɭma̠k̚t͈ɛ̝da̠
ㄱㅏㄷㅡㄹㅁㅏㄱㅇㅣ	ka̠dɯɭma̠ɡi
ㄱㅏㄷㅡㄹㅁㅏㄱㅇㅣㄷㅏ	ka̠dɯɭma̠ɡida̠
ㄱㅏㄷㅡㄹㅁㅏㄱㅎㅏㄷㅏ	ka̠dɯɭma̠kʰa̠da̠
ㄱㅏㄷㅡㅇㄱㅣ	ka̠dɯŋɡi
ㄱㅏㄷㅣㄱㅓㄴ	ka̠diɡʌ̹n
ㄱㅏㄸㅏㄲㅏㄴㅏ	ka̠t͈a̠k͈a̠na̠
ㄱㅏㄸㅡㄱ	ka̠t͈ɯk̚
ㄱㅏㄸㅡㄱㄱㅏㄸㅡㄱ	ka̠t͈ɯk̚k͈a̠t͈ɯk̚
ㄱㅏㄸㅡㄱㄱㅏㄸㅡㄱㅇㅣ	ka̠t͈ɯk̚k͈a̠t͈ɯɡi
ㄱㅏㄸㅡㄱㄱㅏㄸㅡㄱㅎㅏㄷㅏ	ka̠t͈ɯk̚k͈a̠t͈ɯkʰa̠da̠
ㄱㅏㄸㅡㄱㄱㅏㄸㅡㄱㅎㅣ	ka̠t͈ɯk̚k͈a̠t͈ɯkçi
ㄱㅏㄸㅡㄱㅇㅣ	ka̠t͈ɯɡi
ㄱㅏㄸㅡㄱㅇㅣㄴㅏ	ka̠t͈ɯɡina̠
ㄱㅏㄸㅡㄱㅎㅏㄷㅏ	ka̠t͈ɯkʰa̠da̠
ㄱㅏㄸㅡㄱㅎㅣ	ka̠t͈ɯkçi
ㄱㅏㄸㅡㄴ	ka̠t͈ɯn
ㄱㅏㄸㅡㄴㄱㅏㄸㅡㄴ	ka̠t͈ɯnɡa̠t͈ɯn
ㄱㅏㄸㅡㄴㄱㅏㄸㅡㄴㅎㅏㄷㅏ	ka̠t͈ɯnɡa̠t͈ɯnɦa̠da̠
ㄱㅏㄸㅡㄴㄱㅏㄸㅡㄴㅎㅣ	ka̠t͈ɯnɡa̠t͈ɯnʝi
ㄱㅏㄸㅡㄴㅎㅏㄷㅏ	ka̠t͈ɯnɦa̠da̠
ㄱㅏㄸㅡㄴㅎㅣ	ka̠t͈ɯnʝi
ㄱㅏㄹㅏ	ka̠ɾa̠
ㄱㅏㄹㅏㅅㅏㄷㅐ	ka̠ɾa̠sʰa̠dɛ̝
ㄱㅏㄹㅏㅇㅏㄵㄴㅡㄴㅇㅏㄹ	ka̠ɾa̠a̠nnɯna̠ɭ
ㄱㅏㄹㅏㅇㅏㄵㄷㅏ	ka̠ɾa̠a̠nt͈a̠
ㄱㅏㄹㅏㅇㅏㄵㅎㅣㄷㅏ	ka̠ɾa̠a̠nt͡ɕʰida̠
ㄱㅏㄹㅏㅇㅏㄵㅎㅣㅁㅇㅑㄱ	ka̠ɾa̠a̠nt͡ɕʰimja̠k̚
ㄱㅏㄹㅏㅇㅗㅋㅔ	ka̠ɾa̠o̞kʰe̞
ㄱㅏㄹㅏㅈㅣ	ka̠ɾa̠d͡ʑi
ㄱㅏㄹㅏㅋㅜ	ka̠ɾa̠kʰu
ㄱㅏㄹㅏㅌㅔ	ka̠ɾa̠tʰe̞
ㄱㅏㄹㅏㄱ	ka̠ɾa̠k̚
ㄱㅏㄹㅏㄱㄱㅏㄹㅏㄱ	ka̠ɾa̠k̚k͈a̠ɾa̠k̚
ㄱㅏㄹㅏㄱㄱㅜㄱ	ka̠ɾa̠k̚k͈uk̚
ㄱㅏㄹㅏㄱㅈㅣ	ka̠ɾa̠k̚t͡ɕ͈i
ㄱㅏㄹㅏㄱㅈㅣㅃㅏㅇ	ka̠ɾa̠k̚t͡ɕ͈ip͈a̠ŋ
ㄱㅏㄹㅏㄱㅍㅜㄹ	ka̠ɾa̠k̚pʰuɭ
ㄱㅏㄹㅏㄴ	ka̠ɾa̠n
ㄱㅏㄹㅏㄴㅎㅏㄷㅏ	ka̠ɾa̠nɦa̠da̠
ㄱㅏㄹㅏㄹ	ka̠ɾa̠ɭ
ㄱㅏㄹㅏㄹㅎㅏㄷㅏ	ˈka̠ːɾa̠ɾɦa̠da̠
ㄱㅏㄹㅏㅁ	ka̠ɾa̠m
ㄱㅏㄹㅏㅇ	ka̠ɾa̠ŋ
ㄱㅏㄹㅏㅇㄱㅏㄹㅏㅇ	ka̠ɾa̠ŋɡa̠ɾa̠ŋ
ㄱㅏㄹㅏㅇㄱㅏㄹㅏㅇㅎㅏㄷㅏ	ka̠ɾa̠ŋɡa̠ɾa̠ŋɦa̠da̠
ㄱㅏㄹㅏㅇㄱㅐㅁㅣ	ka̠ɾa̠ŋɡɛ̝mi
ㄱㅏㄹㅏㅇㄱㅓㄹㅣㄷㅏ	ka̠ɾa̠ŋɡʌ̹ɾida̠
ㄱㅏㄹㅏㅇㄴㅜㄴ	ka̠ɾa̠ŋnun
ㄱㅏㄹㅏㅇㄴㅣ	ka̠ɾa̠ŋni
ㄱㅏㄹㅏㅇㄷㅐㄷㅏ	ka̠ɾa̠ŋdɛ̝da̠
ㄱㅏㄹㅏㅇㅁㅜ	ka̠ɾa̠ŋmu
ㄱㅏㄹㅏㅇㅂㅣ	ka̠ɾa̠ŋbi
ㄱㅏㄹㅏㅇㅇㅣ	ka̠ɾa̠ŋi
ㄱㅏㄹㅏㅇㅇㅣㅍ	ka̠ɾa̠ŋip̚
ㄱㅏㄹㅐ	ka̠ɾɛ̝
ㄱㅏㄹㅐㄸㅓㄱ	ka̠ɾɛ̝t͈ʌ̹k̚
ㄱㅏㄹㅐㅊㅣㅁ	ka̠ɾɛ̝t͡ɕʰim
ㄱㅏㄹㅐㅌㅗㅅ	ka̠ɾɛ̝tʰo̞t̚
ㄱㅏㄹㅐㅇㅇㅣ	ka̠ɾɛ̝ŋi
ㄱㅏㄹㅑㅇ	ka̠ɾja̠ŋ
ㄱㅏㄹㅑㅇㄱㅏㄹㅑㅇ	ka̠ɾja̠ŋɡa̠ɾja̠ŋ
ㄱㅏㄹㅑㅇㄱㅏㄹㅑㅇㅎㅏㄷㅏ	ˈka̠ːɾja̠ŋɡa̠ɾja̠ŋɦa̠da̠
ㄱㅏㄹㅑㅇㅁㅏㅈㄷㅏ	ka̠ɾja̠ŋma̠t̚t͈a̠
ㄱㅏㄹㅑㅇㅅㅡㄹㅓㅂㄷㅏ	ka̠ɾja̠ŋsʰɯɾʌ̹p̚t͈a̠
ㄱㅏㄹㅑㅇㅅㅡㄹㅔ	ka̠ɾja̠ŋsʰɯɾe̞
ㄱㅏㄹㅑㅇㅎㅏㄷㅏ	ˈka̠ːɾja̠ŋɦa̠da̠
ㄱㅏㄹㅕ	ka̠ɾjʌ̹
ㄱㅏㄹㅕㄴㅐㄷㅏ	ka̠ɾjʌ̹nɛ̝da̠
ㄱㅏㄹㅕㅇㅜㅁㅈㅡㅇ	ka̠ɾjʌ̹umd͡ʑɯŋ
ㄱㅏㄹㅕㅈㅣㄷㅏ	ka̠ɾjʌ̹d͡ʑida̠
ㄱㅏㄹㅕㅎㅏㄷㅏ	ka̠ɾjʌ̹ɦa̠da̠
ㄱㅏㄹㅕㄴ	ka̠ɾjʌ̹n
ㄱㅏㄹㅕㄴㅎㅏㄷㅏ	ˈka̠ːɾjʌ̹nɦa̠da̠
ㄱㅏㄹㅕㄴㅎㅣ	ka̠ɾjʌ̹nʝi
ㄱㅏㄹㅕㅁ	ka̠ɾjʌ̹m
ㄱㅏㄹㅕㅁㅈㅜㄱㅜ	ka̠ɾjʌ̹md͡ʑuɡu
ㄱㅏㄹㅕㅂㄷㅏ	ka̠ɾjʌ̹p̚t͈a̠
ㄱㅏㄹㅕㅇ	ka̠ɾjʌ̹ŋ
ㄱㅏㄹㅖ	ka̠ɾje̞
ㄱㅏㄹㅖㄱㅗㅈㅡㅇ	ka̠ɾje̞ɡo̞d͡ʑɯŋ
ㄱㅏㄹㅖㄷㅗㄱㅏㅁ	ka̠ɾje̞do̞ɡa̠m
ㄱㅏㄹㅖㄷㅗㄱㅏㅁㅇㅢㄱㅞ	ka̠ɾje̞do̞ɡa̠mɰiɡwe̞
ㄱㅏㄹㅖㅇㅓㄴㅎㅐ	ka̠ɾje̞ʌ̹nɦɛ̝
ㄱㅏㄹㅗ	ka̠ɾo̞
ㄱㅏㄹㅗㄱㅓㅊㅣㄷㅏ	ka̠ɾo̞ɡʌ̹t͡ɕʰida̠
